age,career_length_years,hierarchy_status,starting_salary,current_salary,C,D,I,S,Education,Finance,Healthcare,Technology
-0.6970652361971297,-0.8284501546089021,-0.376973094941639,-1.3105399561109736,-1.1181716482752333,0,1,0,0,1,0,0,0
0.499270981532498,0.30293927245293734,1.0673682649880116,-0.4478570990896518,0.25582996635431443,0,0,1,0,0,0,1,0
0.7651234743613041,0.6410556529541769,1.0673682649880116,1.0775141918918412,1.4956313045936962,1,0,0,0,0,0,0,1
0.499270981532498,0.667064605300426,1.0673682649880116,-1.1907769861181716,0.13714187366069983,0,1,0,0,1,0,0,0
-0.16536025053951742,-0.32127558385704325,-0.376973094941639,-0.8866634281689698,-0.8969440438644142,0,1,0,0,0,0,1,0
1.961459692090932,1.9154943179203867,1.0673682649880116,-1.392199477114196,0.7215832818432736,1,0,0,0,1,0,0,0
-0.032434004125114324,0.23791689158731436,1.0673682649880116,1.006305531684739,1.0221716157939502,0,0,0,1,0,0,0,1
2.493164677748544,2.4746867933647447,1.0673682649880116,0.696998999426906,3.5016450240752426,1,0,0,0,0,1,0,0
-0.032434004125114324,0.23791689158731436,1.0673682649880116,0.7005042570852319,0.8106590136084713,0,0,0,1,0,0,0,1
1.6956071992621258,1.8764808894010132,1.0673682649880116,1.259657765767073,3.1867974135727355,0,0,0,1,0,0,0,1
-1.4946227146835482,-1.3356247253607614,-0.376973094941639,0.8931636039354414,-0.7012518803079182,0,1,0,0,0,1,0,0
-0.2982864969539205,-0.16522186977954798,-0.376973094941639,-1.8859215095072865,-1.1433789467821296,0,0,1,0,1,0,0,0
-0.16536025053951742,-0.3342800600301678,-0.376973094941639,-0.18087330744716149,-0.5877742903431452,0,0,0,1,0,1,0,0
0.7651234743613041,0.7711004146854229,-0.376973094941639,0.08688943034162351,0.14098014475484655,0,0,0,1,0,0,1,0
-0.2982864969539205,-0.10019948891392501,1.0673682649880116,-1.9515477223326105,-0.7264094602773254,0,0,1,0,1,0,0,0
-2.159253946755564,-1.9728440578438664,-1.8213144548712896,-1.2902224441284549,-1.4282959977162901,1,0,0,0,1,0,0,0
1.6956071992621258,1.7854495561891408,1.0673682649880116,0.2862996437930532,2.0566652253264737,0,0,1,0,0,1,0,0
-0.2982864969539205,-0.32127558385704325,1.0673682649880116,0.6006044138229434,0.3587771700789284,0,0,1,0,0,0,0,1
-0.16536025053951742,-0.2562532029914203,-0.376973094941639,-0.27596964947396635,-0.5369022827844545,0,1,0,0,0,0,1,0
1.5626809528477226,1.6163913659385214,-0.376973094941639,-0.7021830158548542,0.30973480469983095,0,0,1,0,0,0,1,0
-0.43121274336832355,-0.3472845362032923,-0.376973094941639,-1.7590181998401169,-1.2274728810909348,0,0,1,0,1,0,0,0
-0.2982864969539205,-0.3862979647226662,1.0673682649880116,0.24287339613712663,0.1080068106921768,0,1,0,0,0,0,1,0
-1.7604752075123544,-1.5436963441307547,-0.376973094941639,0.9558687687121604,-0.7025942808201198,1,0,0,0,0,0,0,1
0.6321972279469011,0.6540601291273013,1.0673682649880116,0.7794374665764228,1.2842380268981906,0,0,1,0,0,1,0,0
-0.6970652361971297,-0.646387488185158,-0.376973094941639,0.9161425152511334,-0.35489266074491677,0,1,0,0,0,0,0,1
0.6321972279469011,0.7711004146854229,-1.8213144548712896,0.3454995509114464,-0.2977561174626187,0,0,1,0,0,0,1,0
0.8980497207757072,1.0181854619747899,-0.376973094941639,0.7906023613399794,0.5925537333519579,0,1,0,0,0,0,0,1
1.2968284600189164,1.3432973663029049,-0.376973094941639,0.5214764677951788,0.6212711606055737,0,0,1,0,0,1,0,0
-0.6970652361971297,-0.5033382502807874,-1.8213144548712896,-0.5722937459602218,-1.0044653530380112,0,0,0,1,0,0,1,0
0.6321972279469011,0.6410556529541769,1.0673682649880116,1.668474668214047,1.7414198665240552,0,0,1,0,0,0,0,1
-1.7604752075123544,-1.4656694870920073,-0.376973094941639,0.32083292294544924,-0.9324530233390202,1,0,0,0,0,1,0,0
-0.8299914826115328,-0.8804680593014006,-0.376973094941639,-0.6289620781031573,-0.9009513579860233,0,1,0,0,0,0,1,0
-0.9629177290259359,-0.841454630782027,-0.376973094941639,0.8350672038576322,-0.3959502290032893,0,1,0,0,0,1,0,0
-2.159253946755564,-2.1028888195751123,-1.8213144548712896,0.32641537032722756,-1.2376055190311823,0,0,1,0,0,0,1,0
0.10049224228928876,0.029845272817320686,-0.376973094941639,0.3612082981950551,-0.25641018168681023,1,0,0,0,0,0,1,0
0.23341848870369183,0.3419527009723112,-0.376973094941639,0.26163301582705606,-0.08894820371653844,0,0,0,1,0,1,0,0
-0.43121274336832355,-0.3472845362032923,-0.376973094941639,1.4998328275412558,-0.0669726101464238,0,0,0,1,0,0,0,1
1.0309759671901104,0.9011451764166688,1.0673682649880116,0.8321461558090273,1.4911466925121932,0,0,0,1,0,0,0,1
-0.8299914826115328,-0.9454904401670235,-0.376973094941639,-1.5290992623254802,-1.1440352314769837,0,1,0,0,1,0,0,0
-1.4946227146835482,-1.5436963441307547,1.0673682649880116,0.8322759801667431,-0.3404345100431309,0,1,0,0,0,0,0,1
0.499270981532498,0.43298403418418324,1.0673682649880116,-1.8957881606936853,-0.49908636317036126,0,1,0,0,1,0,0,0
-0.9629177290259359,-0.6723964405314071,-1.8213144548712896,-0.05396999777999187,-0.8824958368701261,0,1,0,0,0,1,0,0
1.8285334456765288,1.7724450800160165,1.0673682649880116,1.4641960413482757,3.1626540917681027,0,0,1,0,0,0,0,1
-0.43121274336832355,-0.15221739360642345,-0.376973094941639,0.18367348901873343,-0.4479955940467192,0,0,0,1,0,1,0,0
0.8980497207757072,0.8751362240704192,1.0673682649880116,0.9574915731836076,1.6632523818839327,0,1,0,0,0,1,0,0
0.3663447351180949,0.49800641504980625,1.0673682649880116,0.856488222880735,1.1817581774259729,0,1,0,0,0,0,0,1
-0.8299914826115328,-0.776432249916404,-0.376973094941639,0.3066171557755719,-0.5973500806635165,1,0,0,0,0,1,0,0
0.7651234743613041,0.9921765096285409,-0.376973094941639,0.9229582940312115,0.646428740574981,0,0,1,0,0,0,0,1
0.10049224228928876,0.13388108220231754,1.0673682649880116,-1.6141991288081703,-0.5135842887021382,0,1,0,0,1,0,0,0
0.3663447351180949,0.06885870133669456,1.0673682649880116,-0.513418399736118,0.027313624347615566,0,0,1,0,0,0,1,0
0.8980497207757072,0.5370198435691801,1.0673682649880116,0.9120530479830865,1.1775321017394123,1,0,0,0,0,1,0,0
0.10049224228928876,0.3679616533185603,1.0673682649880116,-0.03754721652894639,0.46051124148881206,0,1,0,0,0,0,1,0
0.3663447351180949,0.6280511767810522,1.0673682649880116,1.1463860136600597,1.4835795311063753,0,0,0,1,0,0,0,1
-0.43121274336832355,-0.15221739360642345,-0.376973094941639,-1.1515051179091498,-0.8962181532170755,1,0,0,0,1,0,0,0
0.23341848870369183,0.48500193887668147,1.0673682649880116,1.0358405730650775,1.2684175882692077,1,0,0,0,0,1,0,0
0.7651234743613041,0.3549571771454355,1.0673682649880116,-0.10109623963081803,0.44191650846794583,0,0,1,0,0,1,0,0
-0.8299914826115328,-0.997508344859522,-0.376973094941639,1.0241563808706577,-0.46119089389628576,0,0,1,0,0,0,0,1
1.6956071992621258,1.6944182229772686,1.0673682649880116,-1.3883696585615806,0.6734557375539727,1,0,0,0,1,0,0,0
0.499270981532498,0.30293927245293734,1.0673682649880116,-0.17847155682941965,0.404130419976346,0,0,1,0,0,1,0,0
1.2968284600189164,0.8361227955510458,1.0673682649880116,0.32420835624605937,1.164038490664912,0,0,0,1,0,1,0,0
1.1639022136045134,1.0181854619747899,-0.376973094941639,-1.2231032511893996,-0.3660495005574365,0,1,0,0,1,0,0,0
0.8980497207757072,0.5370198435691801,-0.376973094941639,-1.4124520769178568,-0.7451732363256541,0,0,0,1,1,0,0,0
-1.095843975440339,-0.841454630782027,-0.376973094941639,1.2342771038336389,-0.33484614642937327,1,0,0,0,0,0,0,1
-0.032434004125114324,0.18589898689481618,-1.8213144548712896,0.6016430086846696,-0.3849425448032364,0,1,0,0,0,0,0,1
0.7651234743613041,0.5500243197423044,1.0673682649880116,-1.64094294649762,-0.3309283256752442,0,0,0,1,1,0,0,0
-1.095843975440339,-1.2315889159757647,-0.376973094941639,0.45474674792927067,-0.7957668200744067,0,0,0,1,0,0,0,1
-0.5641389897827267,-0.7114098690507811,-0.376973094941639,-1.9050056900915053,-1.2075158601428715,0,0,1,0,1,0,0,0
0.7651234743613041,0.667064605300426,1.0673682649880116,1.2723805528232188,1.5215744374554288,0,0,0,1,0,0,0,1
1.0309759671901104,1.109216795186662,1.0673682649880116,1.4527714978692874,2.2177333993756667,0,0,0,1,0,0,0,1
0.6321972279469011,0.445988510357308,1.0673682649880116,0.7112147665967833,1.0538124930519162,0,0,0,1,0,0,0,1
